"node_name","corridor_route","corridor_dir","node_lon","node_lat","node_lanes","node_shift","node_s_limit","node_seq_number","node_n_type","node_transition","node_label","node_attach_side","node_active","node_forks","node_pickable","node_station_id","node_above","corridor_name","node_name_seq"
"rnd_88537","I-35W","SB",-93.27482,44.93465,4,7,NA,150,NA,NA,"37th St",NA,NA,NA,NA,"S8",NA,"I-35W SB","I-35W SB_0150"
"rnd_89575","I-35W","SB",-93.27495,44.93415,1,7,NA,151,"Entrance","Leg","36th St",NA,NA,NA,NA,NA,NA,"I-35W SB","I-35W SB_0151"
"rnd_87943","I-35W","SB",-93.27492,44.92727,4,7,NA,152,NA,NA,"42nd St",NA,NA,NA,NA,"S9",NA,"I-35W SB","I-35W SB_0152"
"rnd_87945","I-35W","SB",-93.2749,44.92378,1,7,NA,154,"Exit","Leg","46th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0154"
"rnd_87947","I-35W","SB",-93.27488,44.92003,5,7,NA,157,NA,NA,"46th St",NA,NA,NA,NA,"S10",NA,"I-35W SB","I-35W SB_0157"
"rnd_95783","I-35W","SB",-93.27488,44.91986,5,7,NA,158,NA,NA,"47th St",NA,NA,NA,NA,"S11",NA,"I-35W SB","I-35W SB_0158"
"rnd_87949","I-35W","SB",-93.27493,44.91628,1,7,NA,160,"Entrance","Leg","46th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0160"
"rnd_1077","I-35W","SB",-93.27491,44.91595,5,7,NA,161,NA,NA,"48th St",NA,NA,NA,NA,"S1711",NA,"I-35W SB","I-35W SB_0161"
"rnd_95784","I-35W","SB",-93.27501,44.90712,5,7,NA,162,NA,NA,"53rd St",NA,NA,NA,NA,"S12",NA,"I-35W SB","I-35W SB_0162"
"rnd_87955","I-35W","SB",-93.27502,44.90647,1,7,NA,163,"Exit","Leg","Diamond Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0163"
"rnd_87957","I-35W","SB",-93.27509,44.90227,5,7,NA,164,NA,NA,"Diamond Lake Rd",NA,NA,NA,TRUE,"S14",NA,"I-35W SB","I-35W SB_0164"
"rnd_1079","I-35W","SB",-93.27515,44.89703,3,5,NA,166,NA,NA,"57th St",NA,NA,NA,NA,"S1712",NA,"I-35W SB","I-35W SB_0166"
"rnd_770","I-35W","SB",-93.27512,44.89549,3,5,NA,167,NA,NA,"58th St",NA,NA,NA,NA,"S15",NA,"I-35W SB","I-35W SB_0167"
"rnd_87967","I-35W","SB",-93.27701,44.89056,3,5,NA,171,NA,NA,"Nicollet Ave",NA,NA,NA,NA,"S16",NA,"I-35W SB","I-35W SB_0171"
"rnd_87973","I-35W","SB",-93.28818,44.89038,3,5,NA,175,NA,NA,"Lyndale Ave",NA,NA,NA,NA,"S17",NA,"I-35W SB","I-35W SB_0175"
"rnd_87977","I-35W","SB",-93.29425,44.8899,3,5,NA,177,NA,NA,"63rd St",NA,NA,NA,NA,"S18",NA,"I-35W SB","I-35W SB_0177"
"rnd_771","I-35W","SB",-93.29534,44.88923,1,6,NA,178,"Entrance","Slipramp","T.H.62 WB",NA,NA,NA,NA,NA,NA,"I-35W SB","I-35W SB_0178"
"rnd_87981","I-35W","SB",-93.29623,44.8852,1,5,NA,181,"Exit","Leg","66th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0181"
"rnd_87987","I-35W","SB",-93.29631,44.8811,1,5,NA,184,"Entrance","Leg","66th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0184"
"rnd_40","I-35W","SB",-93.29863,44.87492,3,5,NA,186,NA,NA,"S of 70th St",NA,NA,NA,NA,"S1713",NA,"I-35W SB","I-35W SB_0186"
"rnd_87993","I-35W","SB",-93.29918,44.86809,1,5,NA,191,"Exit","Leg","76th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0191"
"rnd_87995","I-35W","SB",-93.29909,44.86578,3,5,NA,193,NA,NA,"76th St",NA,NA,NA,TRUE,"S22",NA,"I-35W SB","I-35W SB_0193"
"rnd_88001","I-35W","SB",-93.29872,44.86254,1,6,NA,196,"Entrance","Loop","I-494 WB",NA,NA,NA,NA,NA,NA,"I-35W SB","I-35W SB_0196"
"rnd_88005","I-35W","SB",-93.29856,44.85991,3,5,NA,198,NA,NA,"S of I-494",NA,NA,NA,TRUE,"S13",NA,"I-35W SB","I-35W SB_0198"
"rnd_88007","I-35W","SB",-93.29853,44.85945,1,5,NA,199,"Entrance","Leg","I-494 EB",NA,NA,NA,NA,NA,NA,"I-35W SB","I-35W SB_0199"
"rnd_88009","I-35W","SB",-93.2984,44.85718,1,5,NA,200,"Exit","Leg","82nd St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0200"
"rnd_88011","I-35W","SB",-93.2984,44.85684,3,5,65,201,NA,NA,"82nd St",NA,NA,NA,TRUE,"S24",NA,"I-35W SB","I-35W SB_0201"
"rnd_88013","I-35W","SB",-93.29837,44.85314,1,5,NA,202,"Entrance","Leg","82nd St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0202"
"rnd_88015","I-35W","SB",-93.29846,44.84727,3,5,65,203,NA,NA,"85th St",NA,NA,NA,NA,"S25",NA,"I-35W SB","I-35W SB_0203"
"rnd_7","I-35W","SB",-93.29848,44.84604,3,5,65,204,NA,NA,"86th St",NA,NA,NA,NA,"S1714",NA,"I-35W SB","I-35W SB_0204"
"rnd_88019","I-35W","SB",-93.29854,44.844,3,5,65,205,NA,NA,"90th St",NA,NA,NA,NA,"S26",NA,"I-35W SB","I-35W SB_0205"
"rnd_88017","I-35W","SB",-93.29843,44.84261,1,5,NA,206,"Exit","Leg","90th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0206"
"rnd_88021","I-35W","SB",-93.29803,44.83844,1,5,NA,208,"Entrance","Leg","90th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0208"
"rnd_88023","I-35W","SB",-93.29641,44.83558,1,5,NA,211,"Exit","Leg","94th St",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0211"
